STU_ID,X1SEX,X1SCIEFF,X1MTHEFF,X1SES,P2REPEATGK,P2REPEATG1,P2REPEATG2,P2REPEATG3,P2REPEATG4,P2REPEATG5,P2REPEATG6,P2REPEATG7,P2REPEATG8,P2REPEATG9,P2REPEATG10,X1TXMTH,X2MEFFORT,X2SEFFORT,X3HSCOMPSTAT
25443,2,-0.16,1.62,0.7863,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,1.4979,-7,0.18,1
25444,1,-0.05,-0.29,0.3221,0,0,0,0,0,0,0,0,0,0,0,-1.3471,-1.09,-9,1
25445,1,-0.05,-0.56,-0.3558,0,0,0,0,0,0,0,0,0,0,0,-0.4166,0.54,-9,1
25446,2,0.25,-1.29,-0.1467,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-0.3566,-0.45,0.44,1
25447,1,0.25,1.23,0.2406,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-0.2726,1.18,-0.83,1
25448,2,1.83,1.62,0.1676,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,1.1706,0.85,0.79,1
25449,1,1.83,1.34,0.673,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,0.662,0.85,0.47,1
25450,1,-0.05,0.1,-0.1293,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-1.9639,-7,-7,1
25452,2,-0.78,-0.17,-0.5592,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,0.2587,1.18,1.1,1
25453,2,-0.17,1.62,0.0026,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,0.5189,-8,-8,5
25454,2,1.83,-0.17,0.6195,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-0.562,-9,-9,1
25455,2,-0.61,-1.14,0.7564,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1.0227,-8,-8,4
25456,1,1.12,1.34,0.3879,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,0.3,0.87,0.8,1
25457,1,-7,-7,-1.1272,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,0.7755,0.54,-0.51,1
25458,1,-8,-8,-8,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-8,-0.1,1.1,1
25459,1,-7,-0.69,0.466,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-0.9787,-1.47,0.14,4
25461,2,-0.59,-1.41,0.6834,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-0.3454,-1.09,-2.1,1
25462,2,-8,-8,-8,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-8,-7,-7,1
25463,2,0.24,0.95,0.7325,0,0,0,0,0,0,0,0,0,0,0,0.6936,1.18,1.1,1
25464,2,0.25,1.34,-0.5184,0,1,0,0,0,0,0,0,0,0,0,-0.7479,0.52,-7,1
25465,2,-8,-8,-8,0,0,0,0,0,0,0,0,0,0,0,-8,1.18,1.1,1
25466,1,0.25,0.1,0.4462,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,0.2484,0.52,0.76,1
25467,1,1.53,1.62,-0.0796,0,0,0,0,0,0,0,0,0,0,0,1.9257,0.17,-0.88,1
25468,1,0.25,0.1,-0.1707,0,0,0,1,0,0,0,0,0,0,0,-1.8138,-2.78,-1.19,1
25469,2,0.25,-0.97,-0.5386,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-0.5343,-1.46,-0.16,1
25470,2,1.53,0.55,-0.3362,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-2.0344,-8,-8,1
25471,2,0.25,0.1,2.0218,0,0,0,0,0,0,0,0,0,0,0,0.0013,0.55,-7,1
25472,2,-0.77,-1.73,-0.7955,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-0.2254,-8,-8,5
25473,2,0.25,-0.17,0.4407,0,0,0,0,0,0,0,0,0,0,0,-0.103,1.18,1.1,1
25474,1,1.83,1.62,0.8241,0,0,0,0,0,0,0,0,0,0,0,0.9653,-0.49,1.1,1
25475,2,-0.91,1.62,0.0196,0,0,0,0,0,0,0,0,0,0,0,-0.5561,0.21,0.17,1
25476,1,1.83,1.62,-1.1012,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-1.992,-8,-8,3
25477,2,0.25,0.1,-0.7751,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,0.6878,-7,-9,1
25478,2,-0.46,0.1,0.4858,0,0,0,0,0,0,0,0,0,0,0,0.45,-8,-8,1
25480,1,0.25,-0.17,0.6366,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,0.9528,0.54,0.14,1
25481,2,0.67,1.34,-0.6574,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-1.3288,0.21,-7,4
25482,1,0.25,0.1,-0.0846,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-0.2029,0.17,-9,1
25483,2,0.25,0.1,0.0989,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,0.9589,0.85,0.79,1
25484,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-0.53,-7,1
25486,2,-1.33,-2.92,-0.3534,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-0.3756,-2.8,-2.45,1
25487,1,-8,-8,-8,0,0,0,0,0,0,0,0,0,0,0,-8,0.85,-0.22,1
25488,2,0.25,-1.41,0.2031,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-0.3564,-8,-8,5
25489,1,-7,-7,-0.7757,0,0,0,0,0,0,0,0,0,0,0,0.4336,0.85,0.44,1
25490,2,-7,-0.3,-0.1375,0,0,0,0,0,0,0,0,0,0,0,0.1901,-7,1.1,1
25491,2,1.53,-0.58,-0.0054,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-0.5425,0.21,-0.83,1
25492,2,-0.05,-0.61,-0.7281,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-0.3659,0.85,1.1,4
25493,2,-0.46,-0.12,-0.0884,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,0.4821,0.85,-2.45,1
25494,2,-0.05,-0.17,0.6485,0,0,0,0,0,0,0,0,0,0,0,-0.0614,-7,1.1,1
25495,1,1.53,0.9,0.0635,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,0.8285,0.85,-7,1
25496,1,-0.48,-1.41,0.6117,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,1.0021,0.19,-0.83,1
25497,2,0.25,-0.75,-0.2765,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-0.4317,0.52,-0.15,1
25498,1,-9,0.1,0.3318,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-1.443,-8,-8,5
25499,2,-7,-1.41,1.1903,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,0.5559,-7,1.1,1
25500,1,1.83,-0.34,0.8743,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-0.059,-1.44,0.47,1
25501,1,1.1,0.55,0.3919,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,0.2219,0.21,0.44,1
25503,2,0.56,1.21,-0.884,0,0,0,0,0,0,0,0,0,0,0,0.1741,1.18,1.1,1
25504,1,-0.59,0.1,-0.3064,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-0.5094,-8,-8,5
25505,1,-0.48,0.1,-0.1915,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,0.3508,0.54,1.1,1
25506,2,0.25,0.1,0.295,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,0.867,-0.48,0.8,1
25508,2,-1.63,-0.17,-0.6051,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,0.3115,-8,-8,1
25509,1,0.25,1.23,0.7553,0,0,0,0,0,0,0,0,0,0,0,0.0406,1.18,1.1,1
25510,2,-7,-0.3,1.0222,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-0.4553,-0.79,-1.44,1
25511,1,1.4,0.1,0.1651,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-0.4475,-8,-8,5
25512,1,-7,-7,-0.6774,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-0.7785,-1.13,-1.18,5
25513,1,-9,-0.56,-0.0643,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-0.2128,-0.82,-7,3
25514,1,0.25,-0.17,-0.5434,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-0.2886,0.87,0.46,1
25516,1,0.25,-0.58,-0.4214,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,0.3371,0.54,0.79,1
25517,1,0.25,0.1,0.1865,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-1.1196,-0.44,0.5,5
25518,1,-0.46,-0.56,-0.5393,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-0.3582,-8,-8,5
25519,2,-7,-9,-0.6328,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-1.2343,1.18,-7,1
25520,2,-0.05,1.62,0.9456,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,1.6922,0.21,-0.84,1
25521,1,-0.91,-0.97,0.2732,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-0.2703,-8,-8,5
25522,1,-7,1.62,0.9798,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,1.3962,-1.19,-1.14,1
25523,1,-0.17,1.23,-0.0236,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-0.362,-8,-8,5
25524,1,-8,-8,-8,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-8,-1.13,0.1,1
25525,2,-0.05,-1.41,0.2023,0,0,0,0,0,0,0,0,0,0,0,0.7843,-7,-7,1
25526,1,0.25,0.49,-0.0072,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-0.5059,-9,-9,5
25527,1,-8,-8,-8,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-8,0.85,-9,1
25528,1,-0.16,-0.29,1.179,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-0.2055,0.87,0.1,1
25529,1,-8,-8,-8,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-8,1.18,0.15,1
25530,2,-2.48,-1.14,-0.0049,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,0.4295,0.85,0.79,1
25531,1,0.67,-0.97,-0.6231,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-0.437,-1.15,-0.55,1
25532,1,-9,1.62,0.3907,0,0,0,0,0,0,0,0,0,0,0,-0.3611,-8,-8,5
25533,1,-0.05,-1.29,-0.7329,0,0,0,0,1,0,0,0,0,0,1,-1.4052,-8,-8,5
25534,1,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-1.45,-7,5
25535,1,-0.16,-0.17,-1.7157,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-0.7243,-0.53,-0.83,1
25536,1,0.25,0.1,1.013,0,0,0,0,0,0,0,0,0,0,0,0.9443,1.18,1.1,1
25537,1,1.53,1.34,-0.128,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,0.864,0.21,0.76,1
25538,2,0.25,-0.17,-0.4293,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,0.4688,-8,-8,1
25539,2,-7,1.62,-0.5189,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,0.0796,-7,-0.17,4
25540,2,-1.33,-2.53,1.0407,0,0,0,0,0,0,0,0,0,0,0,-0.2261,0.55,1.1,1
25541,2,-0.89,0.1,-0.7751,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-0.1477,-8,-8,2
25542,1,-0.05,-0.17,-0.0428,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,0.2415,-0.47,-7,3
25543,1,-7,0.55,-0.5256,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-2.5751,-8,-8,4
25544,2,-8,-8,-8,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-8,0.52,1.1,1
25545,1,-7,0.1,-0.3819,0,0,0,0,0,0,0,0,0,0,0,-0.5665,0.21,1.1,1
25546,1,0.25,0.1,0.8541,0,0,0,0,0,0,0,0,0,0,0,1.2886,-0.49,-0.83,1
25547,1,-0.46,1.34,-0.2338,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,0.6498,-1.46,-7,1
25548,1,0.38,1.34,0.0341,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-0.4567,0.87,0.48,1
25549,2,1.1,0.82,-0.6333,0,0,0,0,0,0,0,0,0,0,0,-0.495,-2.16,-2.1,1
25550,1,-8,-8,-8,0,0,0,0,0,0,0,0,0,0,0,-8,-1.11,-9,1
25551,2,-7,-1.68,-1.1824,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-0.1468,-7,-7,3
25552,1,0.67,0.1,-0.652,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,0.4952,-0.51,-0.57,1
25553,2,-1.75,-1.41,-0.0861,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,0.3308,-8,-8,5
25555,1,0.25,0.1,0.4438,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,1.6951,0.85,1.1,1
25556,1,0.25,0.1,1.5764,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,0.4762,0.5,1.1,1
25557,2,1.83,0.1,0.0027,0,0,0,0,0,0,0,0,0,0,0,-0.0148,-7,0.79,1
25558,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,3
25559,2,-0.46,0.1,1.2556,0,0,0,0,0,1,0,0,0,0,0,-0.0942,-0.78,-1.83,1
25560,1,-1.63,-0.17,0.1317,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-0.2445,-0.47,-0.19,1
25561,2,-0.17,0.38,0.1116,0,0,0,0,0,0,0,0,0,0,0,-0.3756,0.21,0.15,1
25562,2,-9,-1.41,-1.6616,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,0.1661,-8,-8,1
25563,1,-8,-8,-8,0,0,0,0,0,0,0,0,0,0,0,-8,1.18,1.1,1
25564,1,0.25,-9,-0.0389,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-0.3522,-8,-8,1
25565,1,-7,1.62,-0.6883,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,1.7988,-1.85,-1.88,1
25566,1,0.36,-0.44,-1.5209,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-1.691,-4.1,-7,1
25567,1,-8,-8,-8,0,0,0,0,0,0,0,0,0,0,0,-8,-0.14,-0.19,1
25568,2,-7,-0.29,-0.5169,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,0.0901,-8,-8,4
25569,1,1.53,-7,-1.245,0,0,0,0,0,0,1,0,0,0,0,-2.0303,1.18,-7,1
25571,2,1.12,0.95,-0.7156,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,0.3579,0.54,0.48,1
25572,2,-7,-0.17,-0.4202,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-0.4867,0.87,0.76,1
25573,1,-7,-1.02,-0.6533,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-0.1654,-8,-8,5
25574,1,-0.05,-1.29,0.3048,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,0.1518,0.54,0.77,1
25575,2,0.25,0.55,-0.2066,0,0,0,0,0,0,0,0,0,0,0,1.6705,-0.16,0.15,1
25576,1,-0.05,0.22,0.7445,0,0,0,0,0,0,0,0,0,0,0,1.0413,0.52,0.48,1
25577,1,-7,-1.02,0.2422,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-0.2829,-7,-1.52,1
25578,1,-0.05,0.1,0.8302,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-0.1091,-8,-8,1
25580,1,-0.9,0.55,0.1628,0,0,0,0,0,0,0,0,0,0,0,-0.7783,-0.14,0.14,1
25582,2,0.38,1.34,1.9964,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,1.417,1.18,0.79,1
25583,1,1.83,1.34,1.9543,0,0,0,0,0,0,0,0,0,0,0,1.2712,0.85,0.79,1
25584,2,0.25,0.1,2.5214,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,0.9006,1.18,1.1,1
25585,1,-0.05,0.1,0.3692,0,0,0,1,0,0,0,0,0,0,0,1.0153,0.52,0.44,5
25586,1,-1.02,1.21,-0.1449,0,0,0,0,0,0,0,0,0,0,0,-0.5341,-7,-7,1
25587,2,-0.05,-2.07,-0.1223,0,0,0,0,0,0,1,0,0,0,0,-0.7427,-9,-9,1
25588,2,0.25,0.1,-0.449,0,0,0,0,0,0,0,0,0,0,0,0.1084,-8,-8,1
25589,1,-9,-9,-0.958,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-1.6042,0.52,1.1,1
25590,1,-0.48,-0.29,-0.4584,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,0.7871,0.54,0.79,1
25591,2,-0.77,1.07,0.0735,0,0,0,0,0,0,0,0,0,0,0,0.1359,-7,1.1,1
25592,1,-0.17,0.95,1.1164,0,0,0,0,0,0,0,0,0,0,0,0.4672,-1.12,-0.79,1
25593,1,-0.88,0.94,-0.0922,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-0.0433,-7,0.1,1
25594,1,-7,0.1,-0.5303,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-2.1108,-8,-8,3
25595,2,-7,-7,-0.6267,0,0,0,0,0,0,0,0,0,0,0,-0.883,-0.47,-7,1
25596,1,0.67,1.21,1.2003,0,0,0,0,0,0,0,0,0,0,0,0.9885,0.85,0.79,1
25597,1,-0.05,0.94,2.1586,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,0.9659,0.5,0.79,1
25598,1,0.69,0.1,0.5447,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,0.0375,-8,-8,5
25599,1,1.83,0.1,1.97,0,0,0,0,0,0,0,0,0,0,0,1.9845,0.85,0.8,1
25600,1,-0.46,-0.58,0.9441,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,1.295,-0.78,-0.17,1
25601,1,1.83,1.62,-1.6616,0,0,0,0,0,0,0,0,0,0,0,0.5062,0.21,-1.48,1
25602,2,-0.89,1.62,0.9927,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-0.1692,1.18,1.1,1
25603,1,1.53,1.62,0.5758,0,0,0,0,0,0,0,0,0,0,0,0.9793,-1.17,0.45,1
25605,2,-2.47,-9,0.0827,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-0.1751,0.87,1.1,1
25607,1,1.09,1.34,0.602,0,0,0,0,0,0,0,0,0,0,0,0.6714,-1.15,-0.19,1
25609,2,-7,-2.07,-0.2226,0,0,0,0,0,0,0,1,0,0,0,-0.0381,-4.1,-4.07,1
25610,1,-7,-7,-0.0818,0,0,0,0,0,0,0,0,0,0,0,0.2428,-7,1.1,1
25611,2,-1.33,1.62,0.3707,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-0.0367,-2.45,-2.7,1
25612,2,-0.49,-0.56,-0.5436,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,0.4363,-0.47,-1.18,1
25613,2,0.25,0.27,-0.7259,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-1.419,-0.49,0.79,5
25614,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,5
25615,2,-7,0.1,0.2761,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-1.2183,-0.49,0.48,1
25616,2,-0.78,-0.17,-0.4907,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-0.5431,-1.13,-7,1
25617,1,-7,0.1,1.5383,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,1.2912,-1.48,-2.09,1
25618,2,0.67,0.51,-0.6119,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-0.9321,-8,-8,5
25619,1,-7,-7,0.2303,0,0,0,0,0,0,0,0,0,0,0,0.1984,1.18,1.1,1
25620,2,-7,-1.41,-1.3178,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-0.5011,-8,-8,5
25621,1,-0.46,-0.68,-0.0412,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-0.7744,-7,-1.15,1
25622,1,0.25,0.95,-0.3332,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-0.4791,-9,0.44,1
25623,2,-2.91,1.34,0.1828,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,1.4824,-0.14,0.14,1
25624,1,-0.05,-0.17,0.9017,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,1.7433,-0.47,-0.48,1
25625,1,-1.33,0.51,1.4226,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,1.0373,0.54,-7,1
25626,1,-1.33,-2.92,0.3462,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,0.4819,-1.48,-1.18,1
25627,2,1.83,-1.41,0.1084,0,0,0,0,0,0,0,0,0,-4,-4,-0.378,0.52,-7,1
25628,1,-0.17,0.1,0.6613,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,0.3145,0.19,-0.19,1
25629,2,-8,-8,-8,0,0,0,0,0,0,0,0,0,0,0,-8,-7,-7,1
25630,2,-1.33,0.1,0.3826,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-0.5809,-0.78,-0.85,1
25631,2,0.25,-0.73,0.5358,0,0,0,0,0,0,0,0,0,0,0,-0.4544,0.19,-7,1
25633,1,0.25,0.1,0.5693,0,0,0,0,0,0,0,0,0,0,0,0.5825,-7,-7,4
25634,1,-8,-8,-8,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-8,-7,-7,5
25635,2,-8,-8,-8,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-8,-1.78,-0.49,1
25636,2,0.25,-1.82,0.3294,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,1.1077,-1.15,-1.78,1
25637,1,1.83,0.1,2.5308,0,0,0,0,0,0,0,0,0,0,0,1.4672,-0.14,-7,1
25638,1,-1.33,0.24,0.3882,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-0.0373,-0.14,0.46,1
25639,2,-8,-8,-8,0,1,0,0,0,0,0,0,0,-9,-9,-8,-7,-7,4
25640,1,-1.74,0.1,-0.8546,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,0.6454,-1.17,-9,1
25641,2,-0.91,-0.61,-0.1475,0,0,0,0,0,0,0,0,0,0,0,-0.894,0.87,-7,1
25642,2,-7,-7,-0.3118,0,0,0,0,0,0,0,0,0,0,0,-0.6347,-8,-8,5
25643,1,-0.89,-0.61,0.7126,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,0.0213,-1.16,-0.8,1
25644,1,1.83,-1.14,1.1973,0,0,0,0,0,0,0,0,0,0,0,1.2935,-0.88,-4.07,1
25645,2,0.25,-0.88,-0.7228,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-1.0116,-7,0.79,1
25646,2,-7,-1.41,0.2442,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-0.18,1.18,0.76,1
25647,2,0.38,1.17,-0.4542,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,0.8945,0.85,0.48,1
25648,2,-8,-8,-8,0,0,0,0,0,0,0,0,0,0,0,-8,0.52,1.1,1
25649,2,1.53,0.49,1.3854,0,0,0,0,0,0,0,0,0,1,1,1.8929,0.54,0.76,1
25650,1,0.25,0.1,-0.6851,0,0,0,0,0,0,0,0,0,0,0,-0.3548,1.18,1.1,1
25652,1,-0.59,-7,-0.4136,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-0.4111,-7,-7,1
25653,2,-0.91,0.1,-0.2876,-9,-9,-9,-9,-9,-9,-9,-9,-9,0,0,-0.9193,-0.11,-0.53,1
25654,2,-7,1.62,0.9487,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,0.3959,0.21,0.48,1
25655,2,0.25,0.1,-0.6232,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-0.5983,-0.43,0.42,1
25656,1,1.83,0.1,0.508,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,0.1403,-7,-7,3
25657,2,-7,1.34,-0.3545,0,0,0,0,0,0,0,0,0,0,0,-0.5091,-1.13,-0.47,4
25658,1,1.42,1.62,-0.482,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,0.1675,0.54,0.13,1
25659,1,0.25,0.1,0.188,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-0.1372,-8,-8,1
25660,1,0.25,0.95,-0.6665,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-0.3712,-8,-8,1
25661,2,0.25,0.1,0.3779,0,0,0,0,0,0,0,0,0,0,0,0.0246,0.21,-0.51,1
25662,2,-8,-8,-8,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-8,1.18,0.79,1
25663,2,-7,-7,-0.5286,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-0.6603,-0.14,-0.51,1
25664,1,-0.9,-0.69,-1.1348,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-0.4331,-7,-7,4
25665,2,-7,0.27,-1.7526,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-1.8189,-8,-8,5
25667,2,0.25,-7,-0.832,0,0,0,0,0,0,0,0,0,1,0,-2.1742,0.83,-9,5
25668,1,1.83,0.66,-0.0992,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,0.758,0.21,1.1,1
25669,2,-0.04,0.27,-0.3465,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,0.0925,0.87,0.48,1
25670,1,0.99,1.62,-0.5127,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,0.206,-2.78,-1.18,1
25671,1,-0.46,1.34,-0.3394,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,0.1601,1.18,1.1,1
25672,2,0.25,-0.56,0.7354,0,0,0,0,0,0,0,0,0,0,0,0.3736,0.52,0.15,1
25673,1,0.25,0.95,-0.2193,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,0.5358,-2.78,-2.44,1
25674,1,-9,-1.41,0.3478,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-0.2032,-1.11,-7,1
25675,1,-0.59,-1.41,-0.5687,0,0,0,0,0,0,0,0,0,0,0,-0.7032,-7,0.45,1
25676,2,-0.46,-2.92,-0.6116,0,0,0,0,0,0,0,0,0,0,0,-0.5658,1.18,0.76,1
25677,1,-8,-8,-8,0,0,0,0,0,0,0,0,0,0,0,-8,0.21,-0.85,1
25678,1,-1.33,-2.92,0.2273,0,0,0,0,0,0,0,0,0,0,0,-0.176,-7,-0.23,1
25679,1,1.83,1.62,-0.8298,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,1.5264,-0.2,1.1,1
